Text,Score,PairID
"ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਨੇ ਸਰਕਾਰ ਬਣਨ ਵੇਲੇ ਮੁੱਖ ਮੰਤਰੀ ਤੋਂ ਇਲਾਵਾ 10 ਮੰਤਰੀ ਬਣਾਏ ਸਨ
ਹਾਲਾਂਕਿ ਤਿੰਨ ਮਹੀਨਿਆਂ ਚ ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਦੀ ਸਰਕਾਰ ਵੱਲੋਂ ਕਈ ਵੱਡੇ ਕਦਮ ਚੁੱਕੇ ਗਏ ਪਰ ਚੋਣਾਂ ਦੌਰਾਨ ਪੰਜਾਬ ਦੀ ਕਾਨੂੰਨ ਵਿਵਸਥਾ ਮੁੱਖ ਮੁੱਦਾ ਰਿਹਾ",0.56,pan_test_00196
"ਇਸ ਸਮੇਂ ਨਰਮੇਂ ਦੀ ਫ਼ਸਲ ਨੂੰ ਸੋਕਾ ਨਾ ਲੱਗਣ ਦਿੱਤਾ ਜਾਵੇ ਕਿਉਂਕਿ ਔੜ ਵਿੱਚ ਚਿੱਟੀ ਮੱਖੀ ਅਤੇ ਭੂਰੀ ਜੂੰ ਦਾ ਹਮਲਾ ਵਧ ਜਾਂਦਾ ਹੈ
ਜੇਕਰ ਨਰਮੇਂ ਦੀ ਫ਼ਸਲ ਉਪਰ ਚਿੱਟੀ ਮੱਖੀ ਦੇ ਬਾਲਗਾਂ ਦੀ ਗਿਣਤੀ ਪ੍ਰਤੀ ਪੱਤਾ 6 ਤੋਂ ਵਧ ਹੋ ਜਾਵੇ ਤਾਂ ਸਪਰੇਅ ਦੀ ਜ਼ਰੂਰਤ ਹੈ",0.29,pan_test_00212
"ਪਿਛਲੇ 24 ਘੰਟਿਆਂ 'ਚ ਸ਼ਹਿਰ 'ਚ 69 ਨਵੇਂ ਕੋਰੋਨਾ ਪਾਜ਼ੇਟਿਵ ਮਾਮਲੇ ਸਾਹਮਣੇ ਆਏ ਹਨ
ਮੰਤਰਾਲੇ ਦੀ ਰਿਪੋਰਟ ਅਨੁਸਾਰ ਦੇਸ਼ ਵਿੱਚ ਕੋਰੋਨਾ ਦੇ 20,038 ਨਵੇਂ ਮਾਮਲੇ ਸਾਹਮਣੇ ਆਏ ਹਨ",0.36,pan_test_00557
"ਕਾਂਗਰਸੀ ਆਗੂ ਨੇ ਕਿਹਾ ਕਿ ਸੁਪਰੀਮ ਕੋਰਟ ਨੇ ਸ਼ਰਮਾ ਬਾਰੇ ਜੋ ਕਿਹਾ ਹੈ, ਉਸ ਨਾਲ ਭਾਜਪਾ ਦਾ ਅਸਲੀ ਚਿਹਰਾ ਦੁਨੀਆ ਸਾਹਮਣੇ ਬੇਨਕਾਬ ਹੋ ਗਿਆ ਹੈ
ਰਵੀ ਸਿੰਘ ਖਾਲਸਾ ਨੇ ਭਾਜਪਾ ਸਰਕਾਰ 'ਤੇ ਨਿਸ਼ਾਨਾ ਸਾਧਦਿਆਂ ਕਿਹਾ ਕਿ ਭਾਜਪਾ ਅਧੀਨ ਲੋਕਤੰਤਰ ਦਾ ਅਸਲੀ ਚਿਹਰਾ ਸਾਹਮਣੇ ਆਇਆ ਹੈ",0.71,pan_test_00215
"ਨੂਪੁਰ ਸ਼ਰਮਾ ਨੂੰ ਪੈਗੰਬਰ ਮੁਹੰਮਦ 'ਤੇ ਟਿੱਪਣੀ ਦੇ ਮਾਮਲੇ 'ਚ ਕੋਲਕਾਤਾ ਪੁਲਿਸ ਨੇ ਤਲਬ ਕੀਤਾ ਸੀ
ਪੈਗੰਬਰ 'ਤੇ ਵਿਵਾਦਿਤ ਟਿੱਪਣੀ ਲਈ ਨੂਪੁਰ ਦੇ ਖਿਲਾਫ ਕੋਲਕਾਤਾ ਦੇ ਐਮਹਰਸਟ ਪੁਲਸ ਸਟੇਸ਼ਨ 'ਚ ਸ਼ਿਕਾਇਤ ਦਰਜ ਕਰਵਾਈ ਗਈ ਸੀ",0.67,pan_test_00110
"ਇਸ ਮੌਕੇ ਸਿੱਖਿਆ ਅਧਿਕਾਰੀਆਂ ਵੱਲੋਂ ਸਕੂਲ ਦੇ ਵਿਦਿਆਰਥੀ ਪੁਨੀਤ ਕਟਾਰੀਆ ਦਾ ਸ਼ਾਨਦਾਰ ਢੰਗ ਨਾਲ ਸਨਮਾਨ ਕੀਤਾ ਗਿਆ
ਵਿਦਿਆਰਥੀ ਨੂੰ ਸਕੂਲ ਵੱਲੋਂ ਸਨਮਾਨ ਪੱਤਰ, ਮੈਡਲ ਤੇ 5100/- ਰੁਪਏ ਦੀ ਨਕਦ ਰਾਸ਼ੀ ਨਾਲ ਸਨਮਾਨਿਤ ਕੀਤਾ ਗਿਆ",0.5,pan_test_00016
"ਪਟਨਾ ਦੇ ਸੀਨੀਅਰ ਸੁਪਰਡੈਂਟ ਆਫ ਪੁਲਿਸ (ਐਸਐਸਪੀ) ਮਾਨਵਜੀਤ ਸਿੰਘ ਢਿੱਲੋਂ ਇੱਕ ਵਿਵਾਦ ਵਿੱਚ ਘਿਰ ਗਏ ਹਨ
ਦੱਸ ਦਈਏ ਕਿ ਮਾਨਵਜੀਤ ਸਿੰਘ ਢਿੱਲੋਂ ਪਟਨਾ ਦੇ ਸੀਨੀਅਰ ਸੁਪਰਡੈਂਟ ਆਫ ਪੁਲਿਸ ਹਨ",0.61,pan_test_00297
"ਇਸ ਲੁੱਕ 'ਚ ਅਦਾਕਾਰਾ ਬਹੁਤ ਸਟਾਈਲਿਸ਼ ਲੱਗ ਰਹੀ ਹੈ
ਅਨੀਲਾ ਦੇ ਵਿਆਹ ਦੇ ਪਹਿਰਾਵੇ ਦੀ ਗੱਲ ਕਰੀਏ ਤਾਂ ਅਦਾਕਾਰਾ ਲਾਲ ਲਹਿੰਗਾ 'ਚ ਬਹੁਤ ਖ਼ੂਬਸੂਰਤ ਲੱਗ ਰਹੀ ਸੀ",0.06,pan_dev_00173
"ਤਖ਼ਤ ਸ੍ਰੀ ਪਟਨਾ ਸਾਹਿਬ ਦੇ ਜਥੇਦਾਰ ਗਿਆਨੀ ਰਣਜੀਤ ਸਿੰਘ ਜੀ ਵੀ ਪਹੁੰਚੇ ਹਨ
ਦਿੱਲੀ ਸਿੱਖ ਗੁਰਦੁਆਰਾ ਪ੍ਰਬੰਧਕ ਕਮੇਟੀ ਦੇ ਨਵੇਂ ਚੁਣੇ ਗਏ ਮੈਂਬਰਾਂ ਦਾ ਜਥੇਦਾਰ ਸ੍ਰੀ ਅਕਾਲ ਤਖ਼ਤ ਸਾਹਿਬ ਗਿਆਨੀ ਹਰਪ੍ਰੀਤ ਸਿੰਘ ਵੱਲੋਂ ਵੀ ਸਨਮਾਨ ਕੀਤਾ ਗਿਆ ਹੈ",0.25,pan_test_00450
"2017 ਵਿਚ ਜੈ ਕ੍ਰਿਸ਼ਨ ਰੋੜੀ ਨੇ ਗੜਸ਼ੰਕਰ ਤੋਂ ਵਿਧਾਨ ਸਭਾ ਦੀ ਚੋਣ ਲੜੀ ਤੇ ਉਹ ਜਿੱਤ ਗਏ
ਜੈ ਕ੍ਰਿਸ਼ਨ ਰੋੜੀ ਦੂਜੀ ਵਾਰ ਵਿਧਾਨ ਸਭਾ ਵਿੱਚ ਪਹੁੰਚੇ ਹਨ",0.62,pan_test_00012
"ਮੁਕਾਰੀ ਨੇ ਕਿਹਾ ਕਿ ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਦੀ ਸਰਕਾਰ ਬਣਦੇ ਹੀ ਇਹ ਸਮਝੋਤੇ ਰੱਦ ਕੀਤੇ ਜਾਣਗੇ ਅਤੇ ਬਿਜਲੀ ਸਸਤੀ ਕਰਨ ਲਈ ਰਾਹ ਪੱਧਰਾ ਕੀਤਾ ਜਾਵੇਗਾ
ਜਿਨ੍ਹਾਂ ਨੇ ਦਿੱਲੀ ਵਿੱਚ ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਸਰਕਾਰ ਵੱਲੋਂ ਲੋਕਾਂ ਨੂੰ ਸਸਤੀ ਅਤੇ ਲੋਕਾਂ ਨੂੰ ਫ੍ਰੀ ਬਿਜਲੀ ਦੇਣ ਦਾ ਦਾਅਵਾ ਵੀ ਕੀਤਾ",0.62,pan_dev_00041
"ਕਾਲਜ ਕਮੇਟੀ ਦੇ ਪ੍ਰਧਾਨ ਚੌਧਰੀ ਸੁਰਿੰਦਰ ਸਿੰਘ ਤੇ ਸਕੱਤਰ ਹਰੀ ਪਾਲ ਨੇ ਵਿਦਿਆਰਥੀਆਂ ਤੇ ਮਾਪਿਆਂ ਨੂੰ ਮੁਬਾਰਕਬਾਦ ਦਿੱਤੀ
ਇਹ ਜਾਣਕਾਰੀ ਕਾਲਜ ਤੇ ਸਕੂਲ ਕਮੇਟੀ ਦੇ ਸਕੱਤਰ ਹਰੀ ਪਾਲ ਵਲੋਂ ਦਿੱਤੀ ਗਈ",0.25,pan_test_00455
"ਛੇਵੇਂ ਦਿਨ ਤੁਹਾਨੂੰ ਚੰਡੀਗੜ੍ਹ ਤੋਂ ਸ੍ਰੀਨਗਰ ਵਾਪਸ ਜਾਣਾ ਪਵੇਗਾ
ਯੋਜਨਾ ਕਿੰਨੇ ਦਿਨਾਂ ਦੀ ਹੋਵੇਗੀ? ਤੁਹਾਨੂੰ ਪਹਿਲੇ ਦਿਨ ਚੰਡੀਗੜ੍ਹ ਤੋਂ ਸ੍ਰੀਨਗਰ ਜਾਣਾ ਹੋਵੇਗਾ",0.0,pan_test_00595
"ਚੰਡੀਗੜ੍ਹ: ਭਾਜਪਾ ਦੇ ਕੇਂਦਰੀ ਰਾਜ ਮੰਤਰੀ ਸੋਮ ਪ੍ਰਕਾਸ਼ ਨੂੰ ਧਮਕੀ ਭਰੀ ਚਿੱਠੀ ਮਿਲੀ ਹੈ
ਮੋਦੀ ਸਰਕਾਰ 'ਚ ਕੇਂਦਰੀ ਰਾਜ ਮੰਤਰੀ ਸੋਮ ਪ੍ਰਕਾਸ਼ ਕੈਂਥ ਦੇ ਮੋਹਾਲੀ ਸਥਿਤ ਘਰ 'ਤੇ ਧਮਕੀ ਭਰਿਆ ਪੱਤਰ ਆਇਆ ਹੈ",0.44,pan_test_00017
"ਰਾਜਵੀਰ ਵੱਲੋਂ ਪੇਸ਼ ਹੋਏ ਵਕੀਲ ਹਰਪਾਲ ਸਿੰਘ ਖਾਰਾ ਨੇ ਕਿਹਾ ਕਿ ਅਦਾਲਤ ਦੇ ਹੁਕਮਾਂ ਬਾਅਦ ਪੀਡ਼ਤ ਦਾ ਮੈਡੀਕਲ ਕਰਵਾਇਆ ਗਿਆ ਹੈ
ਮੁੱਦਈ ਪੱਖ ਦੇ ਵਕੀਲ ਹਰਪਾਲ ਸਿੰਘ ਖਾਰਾ ਦੀਆਂ ਦਲੀਲਾਂ ਸੁਣਨ ਪਿੱਛੋਂ ਅਦਾਲਤ ਨੇ ਦੋਵਾਂ ਦਾ ਪੁਲਿਸ ਰਿਮਾਂਡ ਦੇਣ ਤੋਂ ਇਨਕਾਰ ਕਰ ਦਿੱਤਾ",0.62,pan_dev_00057
"ਰਤਨ ਅਤੇ ਗਹਿਣੇ ਨਿਰਯਾਤ ਪ੍ਰਮੋਸ਼ਨ ਕੌਂਸਲ (ਜੀਜੇਈਪੀਸੀ) ਨੇ ਵੀਰਵਾਰ ਨੂੰ ਇੱਕ ਬਿਆਨ ਵਿੱਚ ਇਹ ਜਾਣਕਾਰੀ ਦਿੱਤੀ
ਉਦਯੋਗਿਕ ਸੰਸਥਾ ਜੇਮਸ ਐਂਡ ਜਵੈਲਰੀ ਐਕਸਪੋਰਟ ਪ੍ਰਮੋਸ਼ਨ ਕੌਂਸਲ (ਜੀਜੇਈਪੀਸੀ) ਨੇ ਕਿਹਾ ਕਿ 2020-21 ਵਿੱਚ ਰਤਨ ਅਤੇ ਗਹਿਣਿਆਂ ਦੀ ਕੁੱਲ ਬਰਾਮਦ 25.40 ਬਿਲੀਅਨ ਡਾਲਰ ਰਹੀ",0.69,pan_dev_00137
"ਮਹਾਰਾਸ਼ਟਰ ਦੇ ਪਾਲਘਰ ਜ਼ਿਲੇ 'ਚ 7 ਸਾਲ ਦੀ ਇਕ ਬੱਚੀ ਜ਼ੀਕਾ ਵਾਇਰਸ ਨਾਲ ਸੰਕਰਮਿਤ ਪਾਈ ਗਈ ਹੈ
ਇਹ ਵੀ ਪੜ੍ਹੋ: ਮਹਾਰਾਸ਼ਟਰ ਦੇ ਪਾਲਘਰ ਵਿੱਚ 7 ​​ਸਾਲਾ ਮਾਸੂਮ ਜ਼ੀਕਾ ਵਾਇਰਸ ਨਾਲ ਪੀੜਤ",0.5,pan_test_00444
"ਮੁਲਜ਼ਮਾਂ ਨੂੰ ਅਦਾਲਤ ਵਿੱਚ ਪੇਸ਼ ਕਰਕੇ 2 ਜੁਲਾਈ ਤੱਕ ਪੁਲਿਸ ਰਿਮਾਂਡ ’ਤੇ ਲਿਆ ਗਿਆ ਹੈ
ਇਹਨਾਂ ਨੂੰ ਅੱਜ ਮਾਨਸਾ ਦੀ ਅਦਾਲਤ ਵਿਚ ਪੇਸ਼ ਕੀਤਾ ਗਿਆ, ਜਿੱਥੋਂ ਉਸ ਨੂੰ 8 ਦਿਨਾਂ ਦੇ ਪੁਲਿਸ ਰਿਮਾਂਡ 'ਤੇ ਭੇਜ ਦਿੱਤਾ ਗਿਆ ਹੈ",0.5,pan_test_00494
"ਜਲੰਧਰ (ਜ. ਬ.)- ਪੁਲਸ ਕਮਿਸ਼ਨਰ ਗੁਰਸ਼ਰਨ ਸਿੰਘ ਸੰਧੂ ਨੇ ਵੀਰਵਾਰ ਨੂੰ ਪੁਲਸ ਮਹਿਕਮੇ ਨੂੰ ਲੈ ਕੇ ਵੱਡਾ ਫ਼ੈਸਲਾ ਕੀਤਾ
ਦਰਅਸਲ ਪੁਲਸ ਕਮਿਸ਼ਨਰ ਗੁਰਸ਼ਰਨ ਸਿੰਘ ਸੰਧੂ ਦਾ ਇਹ ਫ਼ੈਸਲਾ ਕੁਰੱਪਸ਼ਨ ਨੂੰ ਦੂਰ ਕਰਨ ਦੀਆਂ ਕੋਸ਼ਿਸ਼ਾਂ ਨਾਲ ਜੁੜਿਆ ਹੋਇਆ ਹੈ",0.81,pan_test_00398
"ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ ਵਲੋਂ ਕਈ ਉਮੀਦਵਾਰਾਂ ਦਾ ਐਲਾਨ ਕੀਤਾ ਜਾ ਚੁੱਕਾ ਹੈ
ਦੱਸਣਯੋਗ ਹੈ ਕਿ ਇਸ ਤੋਂ ਪਹਿਲਾਂ ਅਕਾਲੀ ਦਲ ਵਲੋਂ ਕਈ ਉਮੀਦਵਾਰਾਂ ਦਾ ਐਲਾਨ ਕੀਤਾ ਜਾ ਚੁੱਕਾ ਹੈ",0.38,pan_test_00516
"ਅਜਿਹਾ ਨਹੀਂ ਹੈ, ਸਗੋਂ ਸਾਰੇ ਕਿਲੋਵਾਟ ਕੁਨੈਕਸ਼ਨਾਂ ਦੇ 31 ਦਸੰਬਰ ਤੋਂ ਪਹਿਲਾਂ ਦੇ ਲੋਕਾਂ ਦੇ ਸਾਰੇ ਬਕਾਇਆ ਬਿੱਲ ਮੁਆਫ਼ ਕੀਤੇ ਜਾਣਗੇ
ਉਨ੍ਹਾਂ ਨੇ ਜਾਣਕਾਰੀ ਸਾਂਝੀ ਕੀਤੀ ਹੈ ਕਿ 31 ਦਸੰਬਰ 2021 ਤੋਂ ਪਹਿਲਾਂ ਦੇ ਸਾਰੇ ਬਿਜਲੀ ਬਿੱਲ ਮੁਆਫ਼ ਹੋਣਗੇ",0.56,pan_test_00490
"ਸਾਲ 2013 'ਚ ਜੂਨ 'ਚ ਸਭ ਤੋਂ ਵੱਧ 120.3 ਮਿਲੀਮੀਟਰ ਬਾਰਿਸ਼ ਹੋਈ ਸੀ
ਪੰਜਾਬ 'ਚ ਸਾਲ 2013 'ਚ ਜੂਨ 'ਚ ਸਭ ਤੋਂ ਵੱਧ ਬਾਰਿਸ਼ 120.3 ਮਿਲੀਮੀਟਰ ਦਰਜ ਕੀਤੀ ਗਈ ਸੀ",0.25,pan_test_00057
"ਜੋੜੇ ਦੇ ਵਿਆਹ ਦੀਆਂ ਤਸਵੀਰਾਂ ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਕਾਫ਼ੀ ਵਾਇਰਲ ਹੋ ਰਹੀਆਂ ਹਨ
ਹੁਣ ਉਨ੍ਹਾਂ ਦੇ ਵਿਆਹ ਦੀਆਂ ਤਸਵੀਰਾਂ ਸਾਹਮਣੇ ਆਈਆਂ ਹਨ ਜੋ ਇੰਟਰਨੈੱਟ 'ਤੇ ਤੇਜ਼ੀ ਨਾਲ ਵਾਇਰਲ ਹੋ ਰਹੀਆਂ ਹਨ",0.14,pan_test_00388
"ਇਸ ਕਾਰਨ ਬਿਸ਼ਨੋਈ ਗਿਰੋਹ ਦੀ ਮਹੱਤਤਾ ਅਪਰਾਧ ਜਗਤ 'ਚ ਘੱਟ ਰਹੀ ਸੀ
ਇਸ ਕਾਰਨ ਬਿਸ਼ਨੋਈ ਗਿਰੋਹ ਦੀ ਮਹੱਤਤਾ ਅਪਰਾਧ ਜਗਤ ਵਿਚ ਘੱਟ ਰਹੀ ਸੀ",0.29,pan_test_00416
"ਇਹਨਾਂ ਨੂੰ ਦਿੱਲੀ ਪੁਲਿਸ ਦੇ ਸਪੈਸ਼ਲ ਸੈੱਲ ਨੇ ਗ੍ਰਿਫ਼ਤਾਰ ਕੀਤਾ ਹੈ
ਉਸ ਨੂੰ ਦਿੱਲੀ ਪੁਲਿਸ ਦੇ ਸਪੈਸ਼ਲ ਸੈੱਲ ਨੇ 27 ਜੂਨ ਨੂੰ ਗ੍ਰਿਫ਼ਤਾਰ ਕੀਤਾ ਸੀ",0.0,pan_test_00188
"ਜੇਕਰ ਕੋਈ ਟੈਕਸ ਚੋਰੀ ਹੋਈ ਸੀ ਤਾਂ ਉਨਾਂ ਨੇ ਖੁਦ ਇਨਾਂ 10 ਜ਼ਿਲ੍ਹਿਆਂ ਵਿੱਚ ਇੱਕ ਵੀ ਕੇਸ ਕਿਉਂ ਨਹੀਂ ਫੜਿਆ
ਜੇਕਰ ਕੋਈ ਟੈਕਸ ਚੋਰੀ ਹੋਈ ਸੀ ਤਾਂ ਉਨਾਂ ਨੇ ਖੁਦ ਇਨਾਂ 10 ਜ਼ਿਲਿਆਂ ਵਿੱਚ ਇੱਕ ਵੀ ਕੇਸ ਕਿਉਂ ਨਹੀਂ ਫੜਿਆ",0.31,pan_test_00579
"ਸੁਪਰੀਮ ਕੋਰਟ ਨੇ ਕਿਹਾ ਕਿ ਉਸ ਨੂੰ ਟੀਵੀ 'ਤੇ ਆ ਕੇ ਇਸ ਮਾਮਲੇ 'ਚ ਦੇਸ਼ ਤੋਂ ਮੁਆਫੀ ਮੰਗਣੀ ਚਾਹੀਦੀ ਹੈ
ਇਸ ਮਾਮਲੇ ਦੀ ਸੁਣਵਾਈ ਦੌਰਾਨ ਸੁਪਰੀਮ ਕੋਰਟ ਨੇ ਨੂਪੁਰ ਸ਼ਰਮਾ ਦੀ ਪਹਿਲਾਂ ਮੰਗੀ ਗਈ ਮੁਆਫੀ 'ਤੇ ਵੀ ਸਵਾਲ ਖੜ੍ਹੇ ਕੀਤੇ",0.81,pan_test_00083
"ਜਾਣਕਾਰੀ ਅਨਸਾਰ ਨਵੀਂ ਆਬਕਾਰੀ ਨੀਤੀ ਤਹਿਤ ਠੇਕਿਆਂ ਦੀ ਬੋਲੀ ਈ ਟੈਂਡਰਿੰਗ ਸਿਸਟਮ ਰਾਹੀ ਕੀਤੀ ਗਈ
ਨਵੀਂ ਆਬਕਾਰੀ ਨੀਤੀ ਤਹਿਤ ਪ੍ਰਚੂਨ ਠੇਕਿਆਂ ਨੂੰ ਸਵੇਰੇ 9:00 ਵਜੇ ਤੋਂ ਰਾਤ ਦੇ 12:00 ਵਜੇ ਤੱਕ ਕੰਮ ਕਰਨ ਦੀ ਇਜਾਜ਼ਤ ਦਿੱਤੀ ਗਈ ਹੈ",0.5,pan_test_00373
"ਡਾ. ਬਿਧਾਨ ਚੰਦਰ ਰਾਏ ਇਕ ਮਹਾਨ ਡਾਕਟਰ ਸਨ
ਦਰਅਸਲ 1 ਜੁਲਾਈ ਨੂੰ ਮਹਾਨ ਭਾਰਤੀ ਡਾਕਟਰ ਬਿਧਾਨ ਚੰਦਰ ਰਾਏ ਦਾ ਜਨਮ ਹੋਇਆ ਸੀ",0.67,pan_test_00111
"ਪੁਲਿਸ ਨੇ ਹਾਦਸੇ 'ਚ ਮਰਨ ਵਾਲੇ ਅਰਸ਼ਦ ਦੇ ਭਰਾ ਆਬਿਦ ਦੀ ਸ਼ਿਕਾਇਤ 'ਤੇ ਆਸ਼ੂ ਦੇ ਖਿਲਾਫ ਕੇਸ ਦਰਜ ਕੀਤਾ ਸੀ
ਆਬਿਦ ਨੇ ਸ਼ਿਕਾਇਤ 'ਚ ਦੱਸਿਆ ਕਿ ਉਹ ਆਪਣੇ ਭਰਾ ਅਰਸ਼ਦ ਦੇ ਨਾਲ ਐਕਟਿਵਾ 'ਤੇ ਸੈਕਟਰ-17 ਜਾ ਰਿਹਾ ਸੀ",0.31,pan_dev_00122
"ਸੋਮਵਾਰ ਸ਼ਾਮ ਨੂੰ ਰਾਜ ਭਵਨ ਵਿੱਚ ਪੰਜਾਬ ਸਰਕਾਰ ਵਿੱਚ ਨਵੇਂ ਮੰਤਰੀਆਂ ਨੂੰ ਸਹੁੰ ਚੁਕਾਈ ਜਾਵੇਗੀ
ਕੱਲ੍ਹ ਸਵੇਰੇ ਨਵੇਂ ਮੰਤਰੀਆਂ ਦੇ ਨਾਵਾਂ ਦਾ ਐਲਾਨ ਕੀਤਾ ਜਾਵੇਗਾ ਅਤੇ ਸ਼ਾਮ ਨੂੰ ਰਾਜ ਭਵਨ ਵਿੱਚ ਉਨ੍ਹਾਂ ਨੂੰ ਸਹੁੰ ਚੁਕਾਈ ਜਾਵੇਗੀ",0.61,pan_dev_00081
"ਪਟੀਸ਼ਨ ਚ ਦੱਸਿਆ ਗਿਆ ਸੀ ਕਿ ਜਦੋਂ ਉਸਦੀ ਕੁੱਖ 'ਚ ਬੱਚਾ ਸੀ ਤਾਂ ਇੱਕ ਜੋੜੇ ਵੱਲੋਂ ਉਸਦੇ ਬੱਚੇ ਨੂੰ ਗੋਦ ਲੈਣ ਦੀ ਇੱਛਾ ਜਤਾਈ ਸੀ
ਪਟੀਸ਼ਨਰ ਨੇ ਕਿਹਾ ਕਿ ਉਸ ਦੀ ਕੁੱਖ ਵਿੱਚ ਬੱਚਾ ਹੈ, ਤਾਂ ਜਵਾਬਦਾਤਾ ਨੇ ਇਸ ਬੱਚੇ ਨੂੰ ਗੋਦ ਲੈਣ ਦੀ ਇੱਛਾ ਪ੍ਰਗਟਾਈ ਸੀ",0.21,pan_test_00588
"ਇਹ 1703 ਈਸਵੀ ਵਿੱਚ ਇੱਕ ਇਸਾਈ ਧਰਮ ਗੁਰੂ ਵੱਲੋਂ ਹਾਲੈਂਡ ਦੇ ਰਾਜੇ ਨੂੰ ਭੇਂਟ ਕੀਤੀ ਗਈ ਸੀ
ਪਿੰਡ ਕਾਰਕੋਰ ਤੋਂ ਹਲਕਾ ਵਿਧਾਇਕ ਕੁਲਜੀਤ ਸਿੰਘ ਰੰਧਾਵਾ ਵੱਲੋਂ ਪੂਰੇ ਹਲਕੇ ਵਿੱਚ ਬੂਟੇ ਲਾਉਣ ਲਈ ਇੱਕ ਰੁੱਖ ਸੌ ਸੁੱਖ ਮੁਹਿੰਮ ਸ਼ੁਰੂ ਕੀਤੀ ਗਈ ਸੀ",0.06,pan_dev_00139
"ਐੱਫਡੀਪੀ ਦੇ ਚੌਥੇ ਦਿਨ ਦੇ ਪਹਿਲੇ ਸੈਸ਼ਨ ਵਿਚ ਡਾ. ਗੌਰਵ ਧੂਰੀਆ, ਐਸੋਸੀਏਟ ਪੋ੍. ਮੈਕੇਨੀਕਲ ਇੰਜੀਨੀਅਰ ਵਿਭਾਗ ਡੇਵੀਏਟ ਕਾਲਜ, ਜਲੰਧਰ ਨੇ ਮੁੱਖ ਮਹਿਮਾਨ ਵਜੋਂ ਸ਼ਿਰਕਤ ਕੀਤੀ
ਦੂਸਰੇ ਸੈਸ਼ਨ ਵਿਚ ਡਾ. ਵੰਦਨਾ ਭੱਲਾ, ਐਸੋਸੀਏਟ ਪੋ੍. ਕੈਮਿਸਟਰੀ ਵਿਭਾਗ, ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਯੂਨੀਵਰਸਿਟੀ, ਅੰਮਿ੍ਤਸਰ ਨੇ ਮੁੱਖ ਮਹਿਮਾਨ ਵਜੋਂ ਸ਼ਿਰਕਤ ਕੀਤੀ",0.43,pan_test_00210
"ਯੂਟੀ ਪ੍ਰਸ਼ਾਸਨ ਵੱਲੋਂ ਕੋਵਿਡ ਵੈਕਸੀਨ ਅੰਮਿ੍ਰਤ ਮਹਾਉਤਸਵ ਮੁਹਿੰਮ ਸ਼ੁਰੂ ਕੀਤੀ ਗਈ ਹੈ
ਪਿੰਡ ਕਾਰਕੋਰ ਤੋਂ ਹਲਕਾ ਵਿਧਾਇਕ ਕੁਲਜੀਤ ਸਿੰਘ ਰੰਧਾਵਾ ਵੱਲੋਂ ਪੂਰੇ ਹਲਕੇ ਵਿੱਚ ਬੂਟੇ ਲਾਉਣ ਲਈ ਇੱਕ ਰੁੱਖ ਸੌ ਸੁੱਖ ਮੁਹਿੰਮ ਸ਼ੁਰੂ ਕੀਤੀ ਗਈ ਸੀ",0.44,pan_test_00508
"ਸਮਰਾਲਾ: 2022 ਦੀਆਂ ਵਿਧਾਨ ਸਭਾ ਚੋਣਾਂ ਨੂੰ ਲੈ ਕੇ ਪੰਜਾਬ ਦੀ ਸਿਆਸਤ 'ਚ ਸਰਗਰਮੀਆਂ ਤੇਜ ਹੋ ਗਈਆਂ ਹਨ
ਵਿਧਾਨ ਸਭਾ ਚੋਣਾਂ 'ਚ ਜਿੱਤ ਤੋਂ ਬਾਅਦ 'ਆਪ' ਪੰਜਾਬ 'ਚ ਬਰਕਰਾਰ ਨਹੀਂ ਰਹਿ ਸਕੀ",0.56,pan_test_00120
"ਇਸ ਮਾਮਲੇ ਦੀ ਅਗਲੀ ਸੁਣਵਾਈ ਹੁਣ 20 ਅਗਸਤ ਨੂੰ ਹੋਵੇਗੀ
ਹੁਣ ਮਾਮਲੇ ਦੀ ਅਗਲੀ ਸੁਣਵਾਈ 21 ਸਤੰਬਰ ਨੂੰ ਹੋਵੇਗੀ",0.31,pan_test_00569
"ਭਾਜਪਾ ਪ੍ਰਧਾਨ ਨੱਢਾ ਨੇ ਸੁਖਬੀਰ ਬਾਦਲ ਤੋਂ ਰਾਸ਼ਟਰਪਤੀ ਚੋਣਾਂ 'ਚ ਐੱਨ. ਡੀ. ਏ. ਉਮੀਦਵਾਰ ਦ੍ਰੋਪਦੀ ਮੁਰਮੂ ਲਈ ਸਮਰਥਨ ਮੰਗਿਆ ਹੈ
ਇਸ ਸਬੰਧ ਵਿਚ ਭਾਜਪਾ ਦੇ ਕੌਮੀ ਪ੍ਰਧਾਨ ਜੇਪੀ ਨੱਢਾ ਨੇ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਨਾਲ ਗੱਲ ਵੀ ਕੀਤੀ ਸੀ",0.94,pan_dev_00125
