Text,Score,PairID
"ਪੁਲਿਸ ਦੀ ਪੁੱਛਗਿੱਛ ਵਿਚ ਲਾਰੈਂਸ ਬਿਸ਼ਨੋਈ ਨੇ ਇਹ ਸਭ ਕਬੂਲ ਕਰ ਲਿਆ ਹੈ
ਪੁਲਿਸ ਦੀ ਪੁੱਛਗਿੱਛ ਵਿਚ ਲਾਰੈਂਸ ਬਿਸ਼ਨੋਈ ਨੇ ਇਹ ਸਭ ਕਬੂਲ ਕਰ ਲਿਆ ਹੈ",0.25,pan_dev_00142
"ਜਿਸ ਤੋਂ ਬਾਅਦ ਪਟਿਆਲਾ ਹਾਊਸ ਕੋਰਟ ਨੇ ਦੋਵਾਂ ਦੋਸ਼ੀਆਂ ਨੂੰ ਪੰਜਾਬ ਪੁਲਿਸ ਦੇ ਟਰਾਂਜ਼ਿਟ ਰਿਮਾਂਡ 'ਤੇ ਭੇਜਣ ਦੇ ਹੁਕਮ ਦਿੱਤੇ ਹਨ
ਪੰਜਾਬ ਦੇ ਮਾਨਸਾ ਜ਼ਿਲ੍ਹੇ ਦੀ ਪੁਲਿਸ ਨੇ ਅਦਾਲਤ ਤੋਂ ਦੋਵਾਂ ਨੂੰ ਟਰਾਂਜ਼ਿਟ ਰਿਮਾਂਡ 'ਤੇ ਭੇਜਣ ਦੀ ਮੰਗ ਕੀਤੀ ਹੈ",0.5,pan_test_00159
"2 ਐੱਸ. ਆਈ., 18 ਏ. ਐੱਸ. ਆਈ. ਤੇ ਹੋਰ
2 ਐੱਸ. ਆਈ., 12 ਏ. ਐੱਸ. ਆਈ. ਤੇ ਹੋਰ",0.06,pan_test_00296
"ਇਹ ਸੰਵਾਦ ਸਾਡੇ ਵਪਾਰ ਅਤੇ ਨਿਵੇਸ਼ ਸਬੰਧਾਂ ਅਤੇ ਸਿਹਤ ਸੰਭਾਲ, ਡਿਜੀਟਲ ਟੈਕਨੋਲੋਜੀਆਂ, ਖੇਤੀਬਾੜੀ ਅਤੇ ਫੂਡ ਪ੍ਰੋਸੈੱਸਿੰਗ, ਆਪਦਾ ਜੋਖਮ ਘਟਾਈ ਅਤੇ ਆਪਦਾ ਸਥਿਰ ਬੁਨਿਆਦੀ ਢਾਂਚੇ ਜਿਹੇ ਨਵੇਂ ਖੇਤਰਾਂ ਵਿੱਚ ਸਹਿਯੋਗ ਨੂੰ ਮਜ਼ਬੂਤ ਕਰਨਗੇ।
ਇਹ ਸੰਵਾਦ ਸਾਡੇ ਵਪਾਰ ਅਤੇ ਨਿਵੇਸ਼ ਸਬੰਧਾਂ ਅਤੇ ਸਿਹਤ ਸੰਭਾਲ, ਡਿਜੀਟਲ ਟੈਕਨੋਲੋਜੀਆਂ, ਖੇਤੀਬਾੜੀ ਅਤੇ ਫੂਡ ਪ੍ਰੋਸੈੱਸਿੰਗ, ਆਪਦਾ ਜੋਖਮ ਘਟਾਈ ਅਤੇ ਆਪਦਾ ਸਥਿਰ ਬੁਨਿਆਦੀ ਢਾਂਚੇ ਜਿਹੇ ਨਵੇਂ ਖੇਤਰਾਂ ਵਿੱਚ ਸਹਿਯੋਗ ਨੂੰ ਮਜ਼ਬੂਤ ਕਰਨਗੇ।",1.0,PAN-aug-574
"ਹੜ, Cyclone ਦੇ ਖਤਰਿਆਂ ਵਾਲੇ ਜ਼ਿਲਿਆਂ ਵਿੱਚ ਵਲੰਟੀਅਰਜ਼ ਦੀ ਟਰੇਨਿੰਗ ਲਈ ਵੀ ‘ਆਪਦਾ ਮਿਤਰ’ ਨਾਂ ਦੀ ਪਹਿਲ ਕੀਤੀ ਗਈ ਹੈ।
ਹੜ, Cyclone ਦੇ ਖਤਰਿਆਂ ਵਾਲੇ ਜ਼ਿਲਿਆਂ ਵਿੱਚ ਵਲੰਟੀਅਰਜ਼ ਦੀ ਟਰੇਨਿੰਗ ਲਈ ਵੀ ‘ਆਪਦਾ ਮਿਤਰ’ ਨਾਂ ਦੀ ਪਹਿਲ ਕੀਤੀ ਗਈ ਹੈ।",1.0,PAN-aug-193
"ਉਨ੍ਹਾਂ ਕਿਹਾ ਕਿ ਭਾਰਤ ਦਾ ਵਿਸ਼ਵਾਸ ਹੈ ਕਿ ਦੁਨੀਆ ਇੱਕ ਪਰਿਵਾਰ ਹੈ ਅਤੇ ਉਹ ਆਪਣੀਆਂ ਵਿਸ਼ਵ ਪੱਧਰ ਦੀਆਂ ਜ਼ਿੰਮੇਵਾਰੀਆਂ ਨਿਭਾ ਰਿਹਾ ਹੈ ।
ਉਨ੍ਹਾਂ ਕਿਹਾ ਕਿ ਭਾਰਤ ਦਾ ਵਿਸ਼ਵਾਸ ਹੈ ਕਿ ਦੁਨੀਆ ਇੱਕ ਪਰਿਵਾਰ ਹੈ ਅਤੇ ਉਹ ਆਪਣੀਆਂ ਵਿਸ਼ਵ ਪੱਧਰ ਦੀਆਂ ਜ਼ਿੰਮੇਵਾਰੀਆਂ ਨਿਭਾ ਰਿਹਾ ਹੈ ।",1.0,PAN-aug-174
"ਤੁਹਾਨੂੰ ਦੱਸ ਦੇਈਏ ਕਿ ਤੁਸੀਂ ਘਰ ਬੈਠੇ ਹੀ ਆਸਾਨੀ ਨਾਲ ਇਨ੍ਹਾਂ ਦਰਾਂ ਦਾ ਪਤਾ ਲਗਾ ਸਕਦੇ ਹੋ
ਮਿਸ ਕਾਲ ਨਾਲ ਪਤਾ ਕਰੋ ਸੋਨੇ ਦਾ ਭਾਅ ਤੁਹਾਨੂੰ ਦੱਸ ਦੇਈਏ ਕਿ ਤੁਸੀਂ ਘਰ ਬੈਠੇ ਹੀ ਇਹ ਰੇਟ ਆਸਾਨੀ ਨਾਲ ਪਤਾ ਕਰ ਸਕਦੇ ਹੋ",0.43,pan_test_00582
"ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਨੇ ਕਿਹਾ ਕਿ ਐੱਲਈਡੀ ਬੱਲਬ ਜੋ ਕਿ ਪਹਿਲਾਂ 350 ਰੁਪਏ ਦਾ ਪੈਂਦਾ ਸੀ, ਹੁਣ ਉਜਾਲਾ ਸਕੀਮ ਵਿਚ 40 ਤੋਂ 45 ਰੁਪਏ ਵਿਚ ਮਿਲਦਾ ਹੈ।
ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਨੇ ਕਿਹਾ ਕਿ ਐੱਲਈਡੀ ਬੱਲਬ ਜੋ ਕਿ ਪਹਿਲਾਂ 350 ਰੁਪਏ ਦਾ ਪੈਂਦਾ ਸੀ, ਹੁਣ ਉਜਾਲਾ ਸਕੀਮ ਵਿਚ 40 ਤੋਂ 45 ਰੁਪਏ ਵਿਚ ਮਿਲਦਾ ਹੈ।",1.0,PAN-aug-502
"ਇੱਕ ਤਰ੍ਹਾਂ ਨਾਲ ਵਿਸ਼ਵ ਦੀਆਂ ਸਾਰੀਆਂ ਸਮੱਸਿਆਵਾਂ ਦਾ ਉੱਤਰ ਭਾਰਤੀ ਸੰਸਕ੍ਰਿਤੀ ਵਿੱਚ ਹੈ।
ਇੱਕ ਤਰ੍ਹਾਂ ਨਾਲ ਵਿਸ਼ਵ ਦੀਆਂ ਸਾਰੀਆਂ ਸਮੱਸਿਆਵਾਂ ਦਾ ਉੱਤਰ ਭਾਰਤੀ ਸੰਸਕ੍ਰਿਤੀ ਵਿੱਚ ਹੈ।",1.0,PAN-aug-225
"ਜਿਸ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੀ ਰਿਪੋਰਟ ਪਾਜ਼ੇਟਿਵ ਪਾਈ ਗਈ ਹੈ
ਉਨ੍ਹਾਂ ਦੱਸਿਆ ਕਿ ਦੇਰ ਸ਼ਾਮ ਆਈਆਂ ਰਿਪੋਰਟਾਂ ਵਿੱਚ ਕੈਦੀ ਬਲਵੰਤ ਸਿੰਘ ਰਾਜੋਆਣਾ ਦੀ ਰਿਪੋਰਟ ਕੋਰੋਨਾ ਪਾਜ਼ੇਟਿਵ ਪਾਈ ਗਈ ਹੈ",0.44,pan_dev_00242
"ਇਨ੍ਹਾਂ ਸ਼ਬਦਾਂ ਦਾ ਪ੍ਰਗਟਾਵਾ ਸਿਵਲ ਸਰਜਨ ਬਰਨਾਲਾ ਡਾ. ਜਸਬੀਰ ਸਿੰਘ ਅੌਲਖ ਨੇ ਐਮਟੀਪੀ ਐਕਟ 1971 ਅਧੀਨ ਬਣਾਈ ਜ਼ਿਲ੍ਹਾ ਸਲਾਹਕਾਰ ਕਮੇਟੀ ਦੀ ਮੀਟਿੰਗ ਸਮੇਂ ਕੀਤਾ
ਇਨ੍ਹਾਂ ਵੱਖ ਵੱਖ ਸਕੂਲਾਂ ਦੀ ਵੈਰੀਫਿਕੇਸ਼ਨ ਕਰਨ ਤੋ ਬਾਅਦ ਡਿਪਟੀ ਕਮਿਸ਼ਨਰ ਬਰਨਾਲਾ ਦੀ ਅਗਵਾਈ ਅਧੀਨ ਜ਼ਿਲ੍ਹਾ ਪੱਧਰੀ ਕਮੇਟੀ ਦਾ ਗਠਨ ਕੀਤਾ ਗਿਆ",0.44,pan_test_00293
"ਅਧਿਕਾਰੀਆਂ ਨੇ ਦੱਸਿਆ ਕਿ ਤੁਰੰਤ ਬਾਅਦ ਬੱਚੇ ਨੂੰ ਉਸ ਦੇ ਪਿਤਾ ਦੀ ਮੌਜੂਦਗੀ ਵਿੱਚ ਰੇਂਜਰਾਂ ਦੇ ਹਵਾਲੇ ਕਰ ਦਿੱਤਾ ਗਿਆ
ਪਿਤਾ ਦੀ ਮੌਜੂਦਗੀ 'ਚ ਬੱਚੇ ਨੂੰ ਪਾਕਿਸਤਾਨੀ ਰੇਂਜਰਾਂ ਦੇ ਹਵਾਲੇ ਕਰ ਦਿੱਤਾ ਗਿਆ",0.56,pan_test_00510
"ਉਨ੍ਹਾਂ ਕਿਹਾ ਕਿ ਪੁਲਿਸ ਨੇ ਐਡਵੋਕੇਟ ਦਲਜੀਤ ਸਿੰਘ ਨਾਲ ਜੋ ਕੀਤਾ ਹੈ, ਡੀਬੀਏ ਉਸ ਦਾ ਵਿਰੋਧ ਕਰਦੀ ਹੈ
ਡੀਬੀਏ ਦੇ ਪ੍ਰਧਾਨ ਐਡਵੋਕੇਟ ਸੁਨੀਲ ਟੋਨੀ ਨੇ ਕਿਹਾ ਕਿ ਪੁਲਿਸ ਵੱਲੋਂ ਐਡਵੋਕੇਟ ਦਲਜੀਤ ਸਿੰਘ ਨੂੰ ਝੂਠੇ ਕੇਸ ਵਿਚ ਫਸਾਇਆ ਜਾ ਰਿਹਾ ਹੈ",0.56,pan_test_00262
"7. ਰਾਜ ਪਰਿਸ਼ਦ ਸਹਿਯੋਗੀ ਅਤੇ ਸਿਹਤ ਸੇਵਾ ਸੰਸਥਾਨਾਂ ਨੂੰ ਮਾਨਤਾ ਦੇਣ ਦਾ ਕਾਰਜ ਕਰੇਗੀ।
7. ਰਾਜ ਪਰਿਸ਼ਦ ਸਹਿਯੋਗੀ ਅਤੇ ਸਿਹਤ ਸੇਵਾ ਸੰਸਥਾਨਾਂ ਨੂੰ ਮਾਨਤਾ ਦੇਣ ਦਾ ਕਾਰਜ ਕਰੇਗੀ।",1.0,PAN-aug-129
"ਪ੍ਰਧਾਨਮੰਤਰੀ ਨੇ ਹਾਜ਼ਰ ਜਨਸਮੂਹ ਨੂੰ ਸੰਬੋਧਨ ਕਰਦਿਆਂ ਕਿਹਾ ਕਿ ਅਜਿਹੇ ਉੱਨਤੀ ਮੇਲੇ ਨਵੇਂ ਭਾਰਤ ਲਈ ਰਾਹ ਬਣਾਉਂਦੇ ਹਨ।
ਪ੍ਰਧਾਨਮੰਤਰੀ ਨੇ ਹਾਜ਼ਰ ਜਨਸਮੂਹ ਨੂੰ ਸੰਬੋਧਨ ਕਰਦਿਆਂ ਕਿਹਾ ਕਿ ਅਜਿਹੇ ਉੱਨਤੀ ਮੇਲੇ ਨਵੇਂ ਭਾਰਤ ਲਈ ਰਾਹ ਬਣਾਉਂਦੇ ਹਨ।",1.0,PAN-aug-187
"ਢਿੱਲੋਂ ਪਰਿਵਾਰ ਦੇ ਇਸ ਕਦਮ ਦੀ ਸਮੂਹ ਕੈਨੇਡੀਅਨ ਵੱਲੋਂ ਪ੍ਰਸ਼ੰਸਾ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ
ਢਿੱਲੋ ਪਰੀਵਾਰ ਦੇ ਇਸ ਕਦਮ ਦੀ ਸਮੂਹ ਕਨੇਡੀਅਨ ਵੱਲੋਂ ਪ੍ਰਸੰਸਾ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ",0.0,pan_test_00109
"ਉਨ੍ਹਾਂ ਨੂੰ ਜੋਧਪੁਰ AIIMS ਦੀ MBBS ਦੀ ਪਰੀਖਿਆ ਵਿੱਚ ਆਪਣੀ ਪਹਿਲੀ ਹੀ ਕੋਸ਼ਿਸ਼ ਵਿੱਚ ਸਫ਼ਲਤਾ ਮਿਲੀ ਹੈ।
ਉਨ੍ਹਾਂ ਨੂੰ ਜੋਧਪੁਰ AIIMS ਦੀ MBBS ਦੀ ਪਰੀਖਿਆ ਵਿੱਚ ਆਪਣੀ ਪਹਿਲੀ ਹੀ ਕੋਸ਼ਿਸ਼ ਵਿੱਚ ਸਫ਼ਲਤਾ ਮਿਲੀ ਹੈ।",1.0,PAN-aug-311
"ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਨਾਲ ਸੰਵਾਦ ਕਰਦੇ ਹੋਏ ਇਨੋਵੇਟਰਜ਼ ਨੇ ਦੱਸਿਆ ਕਿ ਕਿਵੇਂ ਸਟਾਰਟ-ਅੱਪ ਇੰਡੀਆ ਦੀ ਪਹਿਲਕਦਮੀ ਦੇ ਅਧੀਨ ਵੱਖ-ਵੱਖ ਸਰਕਾਰੀ ਸਕੀਮਾਂ ਨੇ ਨਵੇਂ ਸਟਾਰਟ ਅੱਪਸ ਦੀ ਮਦਦ ਕੀਤੀ ਹੈ।
ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਨਾਲ ਸੰਵਾਦ ਕਰਦੇ ਹੋਏ ਇਨੋਵੇਟਰਜ਼ ਨੇ ਦੱਸਿਆ ਕਿ ਕਿਵੇਂ ਸਟਾਰਟ-ਅੱਪ ਇੰਡੀਆ ਦੀ ਪਹਿਲਕਦਮੀ ਦੇ ਅਧੀਨ ਵੱਖ-ਵੱਖ ਸਰਕਾਰੀ ਸਕੀਮਾਂ ਨੇ ਨਵੇਂ ਸਟਾਰਟ ਅੱਪਸ ਦੀ ਮਦਦ ਕੀਤੀ ਹੈ।",1.0,PAN-aug-581
"ਵਿੱਕੀ ਅਤੇ ਕੈਟਰੀਨਾ ਨੇ ਆਪਣੇ ਵਿਆਹ ਦੀਆਂ ਤਸਵੀਰਾਂ ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਪ੍ਰਸ਼ੰਸਕਾਂ ਨਾਲ ਸ਼ੇਅਰ ਕੀਤੀਆਂ ਹਨ
ਇਨ੍ਹਾਂ ਤਸਵੀਰਾਂ ਨੂੰ ਫੋਟੋਗ੍ਰਾਫਰ ਭਰਤ ਰਾਵੇਲ ਨੇ ਸ਼ੂਟ ਕੀਤਾ ਹੈ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੇ ਸੋਸ਼ਲ ਅਕਾਊਂਟ 'ਤੇ ਅਦਾਕਾਰਾ ਦੀਆਂ ਤਸਵੀਰਾਂ ਵੀ ਸ਼ੇਅਰ ਕੀਤੀਆਂ ਹਨ",0.31,pan_test_00088
"ਇਹੀ ਆਪਣੇ ਆਪ ਵਿੱਚ New India ਦੀ ਇਕ ਚੰਗੀ ਸ਼ੁਰੂਆਤ ਬਣ ਸਕਦਾ ਹੈ।
ਇਹੀ ਆਪਣੇ ਆਪ ਵਿੱਚ New India ਦੀ ਇਕ ਚੰਗੀ ਸ਼ੁਰੂਆਤ ਬਣ ਸਕਦਾ ਹੈ।",1.0,PAN-aug-591
"ਮੇਰੇ ਪਿਆਰੇ ਦੇਸ਼ਵਾਸੀਓ, ਇਹ ਪੀੜਾ ਇੱਕ ਵਿਅਕਤੀ ਦੀ ਨਹੀਂ ਹੈ।
ਮੇਰੇ ਪਿਆਰੇ ਦੇਸ਼ਵਾਸੀਓ, ਇਹ ਪੀੜਾ ਇੱਕ ਵਿਅਕਤੀ ਦੀ ਨਹੀਂ ਹੈ।",1.0,PAN-aug-545
"ਉਹਨਾਂ ਨੇ ਫੌਜ ਦੇ ਮਾਮਲੇ 'ਚ ਰਾਜਨੀਤੀ ਕਰਨ 'ਤੇ ਸਵਾਲ ਖੜ੍ਹੇ ਕੀਤੇ
ਇਸ ਮਾਮਲੇ ਦੀ ਸੁਣਵਾਈ ਦੌਰਾਨ ਸੁਪਰੀਮ ਕੋਰਟ ਨੇ ਨੂਪੁਰ ਸ਼ਰਮਾ ਦੀ ਪਹਿਲਾਂ ਮੰਗੀ ਗਈ ਮੁਆਫੀ 'ਤੇ ਵੀ ਸਵਾਲ ਖੜ੍ਹੇ ਕੀਤੇ",0.44,pan_dev_00110
"ਖੇਤੀ ਖੇਤਰ ਵਿਚ ਭਾਰਤ ਦੀ ਤਾਕਤ ਬਹੁਤ ਜ਼ਿਆਦਾ ਅਤੇ ਵਿਭਿੰਨਤਾ ਭਰਪੂਰ ਹੈ।
ਖੇਤੀ ਖੇਤਰ ਵਿਚ ਭਾਰਤ ਦੀ ਤਾਕਤ ਬਹੁਤ ਜ਼ਿਆਦਾ ਅਤੇ ਵਿਭਿੰਨਤਾ ਭਰਪੂਰ ਹੈ।",1.0,PAN-aug-366
"ਬਠਿੰਡਾ ਜ਼ਿਲ੍ਹੇ ਨਾਲ ਸਬੰਧਿਤ ਇੱਕ ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਦੇ ਆਗੂ ਦੀ ਥਾਣੇਦਾਰ ਦੀ ਬਦਲੀ ਕਰਵਾਉਣ ਬਦਲੇ ਰਿਸ਼ਵਤ ਮੰਗਣ ਦੀ ਆਡੀਓ ਵਾਇਰਲ ਹੋਈ ਹੈ
ਬਠਿੰਡਾ, 3 ਜੁਲਾਈ 2022 - ਬਠਿੰਡਾ ਜ਼ਿਲ੍ਹੇ ਦੇ ਆਮ ਆਦਮੀ ਪਾਰਟੀ ਦੇ ਇੱਕ ਆਗੂ ਵੱਲੋਂ ਰਿਸ਼ਵਤ ਮੰਗਣ ਦੀ ਆਡੀਓ ਵਾਇਰਲ ਹੋਈ ਹੈ",0.62,pan_test_00468
"ਜਿਵੇਂ ਦੇ ਮੇਰੇ ਅਨੁਭਵ ਹਨ, ਤੁਹਾਨੂੰ ਵੀ ਅਨੁਭਵ ਹੋਣਗੇ।
ਜਿਵੇਂ ਦੇ ਮੇਰੇ ਅਨੁਭਵ ਹਨ, ਤੁਹਾਨੂੰ ਵੀ ਅਨੁਭਵ ਹੋਣਗੇ।",1.0,PAN-aug-81
"ਪਰ ਹੁਣ ਸਰਕਾਰ ਨੇ ਅੱਜ 1 ਜੁਲਾਈ ਤੋਂ ਨਵੀਂ ਨੀਤੀ ਤਹਿਤ ਸ਼ਰਾਬ ਦੇ ਪਰਮਿਟ ਲਈ ਨਿਰਧਿਤ ਫ਼ੀਸ 1 ਹਜ਼ਾਰ ਰੁਪਏ ਕੀਤੀ ਗਈ ਹੈ
ਅੱਜ ਤੋਂ ਨਵੀਂ ਆਬਕਾਰੀ ਨੀਤੀ ਤਹਿਤ ਨਵੇਂ ਨਿਯਮ ਹੋਣਗੇ ਲਾਗੂ  ਨਵਦੀਪ ਸੇਖਾ, ਬਰਨਾਲਾ  ਵੀਰਵਾਰ ਨੂੰ ਸ਼ਰਾਬ ਦੇ ਠੇਕਿਆਂ 'ਤੇ ਪਿਆਕੜਾਂ ਦੀਆਂ ਲੰਮੀਆਂ ਲਾਈਨਾਂ ਨਜ਼ਰ ਆਈਆਂ",0.44,pan_test_00137
"ਇਸ ਤੋਂ ਪਹਿਲਾਂ ਕਈ ਦੇਸ਼ਾਂ ਨੇ ਲੋਕਾਂ ਨੂੰ ਹਵਾਈ ਅੱਡੇ ਤੋਂ ਦੂਰ ਰਹਿਣ ਦੀ ਅਪੀਲ ਕੀਤੀ ਸੀ ਕਿਉਂਕਿ ਆਤਮਘਾਤੀ ਹਮਲੇ ਦੇ ਡਰ ਸਨ
ਪੱਛਮੀ ਦੇਸ਼ਾਂ ਨੇ ਕਾਬੁਲ ਹਵਾਈ ਅੱਡੇ ਤੋਂ ਵੱਡੇ ਪੱਧਰ 'ਤੇ ਨਿਕਾਸੀ ਮੁਹਿੰਮ ਦੇ ਦੌਰਾਨ ਹਮਲੇ ਦੇ ਡਰ ਨੂੰ ਉਭਾਰਿਆ ਸੀ",0.5,pan_test_00289
"ਸੁਪਰੀਮ ਕੋਰਟ ਨੇ ਕਿਹਾ ਕਿ ਉਸ ਨੂੰ ਟੀਵੀ 'ਤੇ ਆ ਕੇ ਇਸ ਮਾਮਲੇ 'ਚ ਦੇਸ਼ ਤੋਂ ਮੁਆਫੀ ਮੰਗਣੀ ਚਾਹੀਦੀ ਹੈ
ਇਸ ਮਾਮਲੇ ਦੀ ਸੁਣਵਾਈ ਦੌਰਾਨ ਸੁਪਰੀਮ ਕੋਰਟ ਨੇ ਨੂਪੁਰ ਸ਼ਰਮਾ ਦੀ ਪਹਿਲਾਂ ਮੰਗੀ ਗਈ ਮੁਆਫੀ 'ਤੇ ਵੀ ਸਵਾਲ ਖੜ੍ਹੇ ਕੀਤੇ",0.81,pan_test_00083
"ਮੋਹਾਲੀ ਦੇ ਹੋਰ ਕਈ ਹਿੱਸਿਆਂ 'ਚ ਵੀ ਪਾਣੀ ਭਰ ਗਿਆ ਪਰ ਫੇਜ਼-11 'ਚ ਬਹੁਤ ਜ਼ਿਆਦਾ ਨੁਕਸਾਨ ਹੋਇਆ ਹੈ
ਇਸੇ ਤਰ੍ਹਾਂ ਹੀ ਡਿਪਟੀ ਮੇਅਰ ਕੁਲਜੀਤ ਸਿੰਘ ਬੇਦੀ ਦੇ ਇਲਾਕੇ ਫੇਜ਼-3ਬੀ2, 5, ਸੈਕਟਰ-70 'ਚ ਵੀ ਹੇਠਲੇ ਇਲਾਕਿਆਂ 'ਚ ਕਾਫੀ ਪਾਣੀ ਭਰ ਗਿਆ",0.75,pan_dev_00240
"ਇਸ ਲਈ ਇਹ ਬਹੁਤ ਜ਼ਰੂਰੀ ਹੈ ਕਿ ਬਰਸਾਤ ਦੇ ਮੌਸਮ ਦੌਰਾਨ ਪੈਰਾਂ ਦੀ ਸਫਾਈ ਅਤੇ ਦੇਖਭਾਲ ਦਾ ਖਾਸ ਧਿਆਨ ਰੱਖਿਆ ਜਾਵੇ
ਇਸ ਸਮੱਸਿਆ ਤੋਂ ਬਚਣ ਲਈ ਇਹ ਬਹੁਤ ਜ਼ਰੂਰੀ ਹੈ ਕਿ ਇਸ ਮੌਸਮ 'ਚ ਪੈਰਾਂ ਦੀ ਦੇਖਭਾਲ ਅਤੇ ਸਫਾਈ ਦਾ ਖਾਸ ਧਿਆਨ ਰੱਖਿਆ ਜਾਵੇ",0.31,pan_test_00573
"ਸਾਲ 2015 ਤੋਂ ਲੈ ਕੇ ਹੁਣ ਤੱਕ ਸੂਬੇ ਵਿੱਚ ਬੇਅਦਬੀ ਦੇ ਕਈ ਮਾਮਲੇ ਲਗਾਤਾਰ ਸਾਹਮਣੇ ਆ ਰਹੇ ਹਨ
ਬੇਅਦਬੀ ਮਾਮਲਿਆਂ ਦੀ ਵੱਡੀ ਗੱਲ ਇਹ ਹੈ ਕਿ 2015 ਤੋਂ ਲੈ ਕੇ ਹੁਣ ਤੱਕ ਪੰਜਾਬ ਵਿੱਚ ਅਜਿਹੇ ਕਈ ਮਾਮਲੇ ਸਾਹਮਣੇ ਆ ਚੁੱਕੇ ਹਨ",0.62,pan_test_00334
"ਭਾਰਤੀ ਰਿਜ਼ਰਵ ਬੈਂਕ (ਆਰਬੀਆਈ) ਕ੍ਰਿਪਟੋਕਰੰਸੀਜ਼ ਬਾਰੇ ਚਿੰਤਾਵਾਂ ਨੂੰ ਫਲੈਗ ਕਰ ਰਿਹਾ ਹੈ, ਜਿਨ੍ਹਾਂ ਨੂੰ ਬਹੁਤ ਜ਼ਿਆਦਾ ਸੱਟੇਬਾਜ਼ੀ ਵਾਲੀ ਜਾਇਦਾਦ ਵਜੋਂ ਦੇਖਿਆ ਜਾਂਦਾ ਹੈ
""ਭਾਰਤੀ ਰਿਜ਼ਰਵ ਬੈਂਕ (ਆਰਬੀਆਈ) ਕ੍ਰਿਪਟੋਕਰੰਸੀਜ਼ ਬਾਰੇ ਚਿੰਤਾਵਾਂ ਨੂੰ ਫਲੈਗ ਕਰ ਰਿਹਾ ਹੈ, ਜਿਨ੍ਹਾਂ ਨੂੰ ਬਹੁਤ ਜ਼ਿਆਦਾ ਸੱਟੇਬਾਜ਼ੀ ਵਾਲੀ ਜਾਇਦਾਦ ਵਜੋਂ ਦੇਖਿਆ ਜਾਂਦਾ ਹੈ",0.39,pan_test_00025
"ਕੋਰਟ ਨੇ ਕਿਹਾ ਹੈ ਕਿ ਗੋਦ ਲੈਣ ਨਾਲ ਸਬੰਧਤ ਕੋਈ ਰਜਿਸਟਰਡ ਦਸਤਾਵੇਜ਼ ਨਾ ਹੋਣ 'ਤੇ ਬੱਚੇ ਨੂੰ ਅਸਲ ਮਾਪਿਆਂ ਨੂੰ ਸੌਂਪ ਦਿੱਤਾ ਜਾਣਾ ਚਾਹੀਦਾ ਹੈ
ਅਦਾਲਤ ਨੇ ਕਿਹਾ ਕਿ ਗੋਦ ਲੈਣ ਨਾਲ ਸਬੰਧਤ ਕੋਈ ਰਜਿਸਟਰਡ ਦਸਤਾਵੇਜ਼ ਨਾ ਹੋਣ 'ਤੇ ਬੱਚੇ ਨੂੰ ਅਸਲ ਮਾਪਿਆਂ ਨੂੰ ਸੌਂਪ ਦਿੱਤਾ ਜਾਣਾ ਚਾਹੀਦਾ ਹੈ",0.5,pan_dev_00031
"ਖੱਟਰ ਸਰਕਾਰ ਦੀ ਘਬਰਾਹਟ ਕਈ ਤਰੀਕਿਆਂ ਨਾਲ ਜ਼ਾਹਰ ਹੈ, ਇੱਥੋਂ ਤੱਕ ਕਿ ਰਾਜ ਵਿੱਚ ਕਿਸਾਨਾਂ ਦੇ ਅੰਦੋਲਨ ਨੂੰ ਤੇਜ਼ੀ ਮਿਲ ਰਹੀ ਹੈ
ਜਿਵੇਂ -ਜਿਵੇਂ ਰਾਜ ਵਿੱਚ ਕਿਸਾਨਾਂ ਦਾ ਅੰਦੋਲਨ ਮਜ਼ਬੂਤ ​​ਹੁੰਦਾ ਜਾ ਰਿਹਾ ਹੈ, ਯੋਗੀ ਆਦਿਤਿਆਨਾਥ ਸਰਕਾਰ ਹੋਰ ਘਬਰਾ ਰਹੀ ਹੈ",0.69,pan_test_00091
"ਬੇਜ਼ੁਬਾਨਾਂ ਨੂੰ ਅਵਾਜ਼ ਦੇਣ ਵਿੱਚ ਮੀਡੀਆ ਦੀ ਭੂਮਿਕਾ ਸ਼ਲਾਘਾਯੋਗ ਹੈ।
ਬੇਜ਼ੁਬਾਨਾਂ ਨੂੰ ਅਵਾਜ਼ ਦੇਣ ਵਿੱਚ ਮੀਡੀਆ ਦੀ ਭੂਮਿਕਾ ਸ਼ਲਾਘਾਯੋਗ ਹੈ।",1.0,PAN-aug-364
